"";"gender";"religious_attendance";"age";"faith";"education";"family_status";"economical_status";"code";"HSPS_1";"HSPS_2";"HSPS_3";"HSPS_4";"HSPS_5";"HSPS_6";"HSPS_7";"HSPS_8";"HSPS_9";"HSPS_10";"HSPS_11";"HSPS_12";"HSPS_13";"HSPS_14";"HSPS_15";"HSPS_16";"HSPS_17";"HSPS_18";"HSPS_19";"HSPS_20";"HSPS_21";"HSPS_22";"HSPS_23";"HSPS_24";"HSPS_25";"HSPS_26";"HSPS_27";"DSES_1";"DSES_2";"DSES_3";"DSES_4";"DSES_5";"DSES_6";"DSES_7";"DSES_8";"DSES_9";"DSES_10";"DSES_11";"DSES_12";"DSES_13";"DSES_14";"DSES_15";"BFI_N_1";"BFI_N_2";"BFI_N_3";"BFI_N_4";"BFI_N_5";"BFI_N_6";"BFI_N_7";"BFI_N_8";"TEQ_1";"TEQ_3";"TEQ_5";"TEQ_16";"TEQ_CON_2";"TEQ_CON_4";"TEQ_CON_14";"senisitivity_1";"senisitivity_2";"senisitivity_3";"senisitivity_4";"senisitivity_5";"senisitivity_6";"senisitivity_7";"senisitivity_8";"senisitivity_9";"senisitivity_10";"emotions_1";"emotions_2";"emotions_3";"emotions_4";"emotions_5";"emotions_6";"emotions_7";"emotions_8";"emotions_9";"emotions_10";"cov_topics1_1";"cov_topics1_2";"cov_topics1_3";"cov_topics1_4";"cov_topics1_5";"cov_topics1_6";"cov_topics1_7";"cov_topics1_8";"cov_topics1_9";"cov_topics2_1";"cov_topics2_2";"cov_topics2_3";"cov_topics2_4";"cov_topics2_5";"cov_topics2_6";"cov_topics2_7";"cov_topics2_8";"cov_topics2_9";"cov_topics2_10";"cov_topics2_11";"cov_topics2_12";"cov_topics2_13";"cov_topics2_14"
"1062";"Male";"Never";49;NA;"Vocational school or non - maturity high school";"Married";"Employed";"1ae8270b03f59447a30148b127d499cf";7;6;6;6;6;4;4;4;4;4;7;7;7;6;6;6;6;6;6;6;6;6;6;6;7;7;7;6;6;6;6;6;6;5;5;4;4;4;4;5;5;4;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;10;9;7;7;7;7;6;6;5;5;6;6;7;7;7;7;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1063";"Female";"Never";53;NA;"High school";"Unmarried";"Entrepreneur without employes";"8bd9841af0b856afa40cb30a57eac841";4;5;3;3;2;6;2;4;2;5;2;6;5;2;2;4;5;4;3;2;3;5;3;3;3;7;2;6;4;5;5;6;6;5;4;2;5;5;4;4;5;3;1;4;5;3;3;3;3;4;NA;NA;NA;NA;NA;NA;NA;5;2;4;5;5;4;3;6;8;8;5;5;5;4;6;2;5;5;6;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1064";"Female";"I try to attend once a week";62;NA;"High school";"Married";"Not working pensioner";"2e173c6393be0bd0fb26b3ebcf3671d6";5;7;6;3;6;3;7;7;7;6;3;7;5;2;4;6;6;6;4;6;7;7;6;4;7;5;6;6;6;4;6;4;5;4;4;4;6;6;5;4;4;3;2;1;4;4;2;4;1;4;NA;NA;NA;NA;NA;NA;NA;5;8;9;9;5;3;9;6;5;5;8;8;8;5;2;9;5;8;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1065";"Male";"Occasionaly";47;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"7e5f493defe42c2352a72c57de16f9ce";5;5;6;4;6;4;6;5;5;7;7;5;4;6;5;6;5;7;4;2;3;6;4;5;6;7;1;6;4;5;6;4;6;6;6;4;3;5;2;3;6;3;2;4;5;4;3;4;3;4;NA;NA;NA;NA;NA;NA;NA;0;0;5;5;5;6;3;1;1;6;3;5;2;2;5;6;6;6;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1066";"Male";"I try to attend once a week";19;NA;"Vocational school or non - maturity high school";"In relationship";"Student without stable work";"96d2129476524a5889cb38e84327356d";3;3;5;2;6;4;2;4;2;6;5;4;2;7;6;6;5;1;5;3;4;5;6;6;4;4;3;6;4;5;6;4;6;5;5;5;5;5;4;5;5;3;3;3;4;3;3;4;3;3;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;4;7;6;6;7;5;5;7;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1067";"Male";"Occasionaly";44;NA;"University master or higher";"Married";"Employed";"fd3fa5f99b13aab49f1109fc35387e66";4;3;4;3;2;5;3;4;4;5;3;5;4;4;3;4;4;3;3;4;4;4;3;4;4;3;4;1;1;2;2;2;2;2;2;2;2;3;3;3;2;1;1;4;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;3;5;5;4;2;3;4;4;3;3;4;6;5;4;5;5;7;5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1068";"Female";"Never";18;NA;"Basic school or unfinished or without basic school";"Unmarried";"Student without stable work";"e445d54423818d2eaeba8fb040618458";4;3;5;5;4;3;4;5;5;4;4;3;5;5;4;3;4;5;5;3;3;5;4;4;4;4;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;8;5;5;5;5;7;9;4;7;7;4;4;3;5;5;5;5;4;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1069";"Male";"Never";27;NA;"Vocational school or non - maturity high school";"Unmarried";"Employed";"15d63f6dabcf4715d3891b0342028429";4;1;1;2;1;5;2;6;2;5;1;6;2;7;4;4;3;4;5;4;2;4;4;5;6;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;1;4;1;5;1;NA;NA;NA;NA;NA;NA;NA;5;5;7;5;5;5;5;4;5;7;7;4;2;5;8;5;5;2;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1070";"Female";"Never";47;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"cb8e45c9864e6657ab69a2c517958581";2;1;3;7;4;1;4;5;5;2;7;7;1;4;3;1;4;7;2;6;7;2;6;7;7;7;4;2;2;1;1;3;4;4;2;1;4;4;5;6;1;1;4;3;5;5;3;5;1;5;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;10;2;0;5;5;7;6;7;2;7;0;0;0;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1071";"Male";"Never";28;NA;"High school";"Married";"Employed";"2810a90f4ba3bd51343144c91d448907";1;4;2;1;5;2;3;6;2;1;2;6;3;6;4;7;7;2;6;6;7;3;7;6;4;5;2;2;2;1;4;4;2;2;2;2;2;2;2;1;2;1;2;4;3;3;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;5;4;2;3;2;2;3;3;7;7;2;3;2;2;5;7;5;2;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1072";"Male";"Never";42;NA;"Vocational school or non - maturity high school";"Unmarried";"Employed";"7e722a81380857f635a94069f5f42d9d";5;4;7;5;7;4;2;2;5;1;6;7;7;5;3;5;4;2;6;7;2;5;6;3;7;7;7;3;3;4;3;5;2;2;3;2;1;1;1;2;2;2;3;4;4;4;5;1;2;2;NA;NA;NA;NA;NA;NA;NA;8;10;7;7;7;10;10;5;10;10;8;10;9;9;6;4;3;0;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1073";"Female";"Never";19;NA;"Basic school or unfinished or without basic school";"Unmarried";"Maternity leave";"505d3c9f7ffec859611214286f575ab2";4;4;7;7;6;1;1;6;4;4;7;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;1;3;3;1;1;2;3;2;3;3;6;2;2;1;1;2;1;3;3;2;3;4;2;2;NA;NA;NA;NA;NA;NA;NA;5;5;4;5;5;5;5;5;2;2;5;5;5;5;5;5;3;4;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1074";"Female";"Never";70;NA;"Vocational school or non - maturity high school";"Widow";"Not working pensioner";"cea25981d078a8b3a03fb676c92d4420";3;4;4;1;4;1;4;5;5;2;6;4;4;2;2;4;5;2;2;2;5;5;4;5;5;6;4;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;3;3;2;4;3;4;3;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;3;5;5;5;6;5;5;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1075";"Male";"Never";68;NA;"University master or higher";"Married";"Entrepreneur without employes";"da7af9371b3c824a2eb9c723f1cb245e";2;2;2;2;2;2;2;6;2;2;2;6;5;2;5;6;5;5;5;2;3;5;5;5;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;3;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1076";"Male";"Never";39;NA;"High school";"Married";"Employed";"71c77f4a505147debaf78d9bd455b329";4;4;5;4;5;3;6;4;6;5;3;6;4;4;5;6;5;3;6;5;5;5;6;5;5;4;6;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;3;3;3;3;2;4;3;4;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;6;5;5;5;3;6;5;8;6;6;10;7;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1077";"Male";"Never";69;NA;"Vocational school or non - maturity high school";"Married";"Not working pensioner";"c118bdea6e72a30f74dc75564b1fb38b";4;6;2;1;3;4;1;4;1;5;5;4;2;4;3;3;2;5;5;2;2;3;4;6;2;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;4;3;3;4;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;2;0;1;4;7;1;3;6;4;1;1;1;6;3;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1078";"Female";"Never";34;NA;"University master or higher";"Unmarried";"Entrepreneur without employes";"4da5021bf3aab3d8adbd08e3f5a53c90";7;7;5;2;6;4;6;7;7;7;6;6;4;4;6;6;5;2;5;4;4;6;5;7;6;3;6;1;2;1;2;2;1;1;1;1;1;1;1;2;1;1;3;4;2;2;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;8;8;5;5;5;4;3;5;7;7;7;5;7;9;5;10;10;3;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1079";"Male";"Never";52;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"23fc2807cabde821186197604313fb8b";4;4;4;4;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;8;8;8;8;8;8;8;8;8;8;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1080";"Female";"Occasionaly";51;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"aaa07d28d57935abbd29eb2e04b22882";6;7;7;4;3;2;7;4;2;6;7;7;2;4;7;4;7;7;7;7;6;7;5;7;5;2;2;3;2;3;4;4;3;3;4;5;4;4;6;4;4;2;3;3;4;3;2;2;1;3;NA;NA;NA;NA;NA;NA;NA;8;1;9;7;5;3;7;5;7;7;5;7;9;6;4;0;10;2;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1081";"Male";"Never";33;NA;"High school";"Divorced";"Entrepreneur without employes";"2902729ba5978e1c014336dfd0c78622";4;6;4;2;2;2;2;4;2;4;3;6;4;2;5;3;5;2;2;6;6;3;2;4;3;3;3;3;3;1;1;4;2;2;3;3;2;4;4;3;2;2;1;4;3;2;4;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;4;3;8;1;2;2;7;8;6;6;1;1;5;4;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1082";"Female";"Never";77;NA;"Vocational school or non - maturity high school";"Married";"Not working pensioner";"39e4620b5a0be376fe5665009c3a659b";4;5;6;7;1;7;5;7;5;5;2;7;7;1;6;4;4;7;5;2;5;7;5;2;5;4;2;3;4;2;3;4;4;5;3;3;3;5;5;5;4;2;4;4;5;4;5;4;5;4;NA;NA;NA;NA;NA;NA;NA;6;6;10;10;9;7;10;10;9;9;7;9;7;6;8;10;6;8;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1083";"Male";"Never";46;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"3cd521e8b2187b8f8a1bf4e2cd2d8073";5;4;6;2;1;6;2;1;2;3;1;6;4;7;5;2;5;7;4;5;4;4;5;6;5;7;6;3;5;1;1;2;2;1;2;3;1;2;3;3;2;1;1;4;2;3;4;3;3;2;NA;NA;NA;NA;NA;NA;NA;2;1;3;2;3;3;2;8;6;5;7;8;5;3;2;2;7;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1084";"Female";"Often, but not every week";75;NA;"High school";"Widow";"Not working pensioner";"4b206c0411c77022b93e653160a89e4e";3;6;2;4;4;7;5;6;6;6;5;6;4;5;7;5;6;7;5;4;6;7;4;7;6;4;5;4;6;4;4;4;4;3;4;3;5;5;4;3;5;3;1;4;2;1;3;1;3;2;NA;NA;NA;NA;NA;NA;NA;1;2;9;10;9;5;6;9;6;5;8;8;5;9;9;9;10;4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1085";"Female";"More than once a week";72;NA;"Vocational school or non - maturity high school";"Unmarried";"Not working pensioner";"409909bd0418d20223114b3f5f821322";4;3;5;2;4;4;4;4;5;4;4;6;4;4;4;5;5;3;2;6;5;3;4;6;6;6;6;6;5;5;6;3;6;6;6;4;5;5;4;4;5;2;3;4;3;3;2;3;2;3;NA;NA;NA;NA;NA;NA;NA;4;6;7;6;4;6;7;7;7;7;6;7;6;6;6;3;4;7;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1086";"Female";"More than once a week";52;NA;"High school";"Married";"Employed";"3ca6978e161c7c235a61581313893e40";4;5;5;5;4;3;2;4;5;4;5;5;6;5;4;4;4;6;4;3;5;5;6;4;6;5;5;6;4;4;3;3;3;4;3;3;4;5;5;5;2;2;1;3;2;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;5;6;7;6;5;6;5;5;5;5;6;6;5;5;6;6;7;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1087";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Not working pensioner";"3b695a06be3e648cc19391d1cfdaa2e0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1088";NA;NA;NA;NA;"High school";NA;"Employed";"db418ab95882962c3330a079ac3db6b5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1089";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Employed";"d0fc483869aca2f064c59add57e6813e";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1090";NA;NA;NA;NA;"University master or higher";NA;"Employed";"8549e66872d1059999bf0da3a0807681";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1091";NA;NA;NA;NA;"High school";NA;"Maternity leave";"515063d8b4a9f106c06084782016b6d8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1092";NA;NA;NA;NA;"High school";NA;"Without work";"53c2183a4cac971ecd275c57aa53b8bb";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1093";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Not working pensioner";"921205112aad33739680ff1bebf213d6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1094";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Employed";"4a8d8d85451fad8de0cb8f419eb4c717";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1095";NA;NA;NA;NA;"Higher vocational school or University bachelor";NA;"Employed";"f6c12ea836b5bd0bb4af306f941395e9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1096";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Employed";"62e78c9fbda210c9bb8a8e742e78211e";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1097";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Employed";"e77316d882f2f1968f2c6ff05868cbab";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1098";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Not working pensioner";"a5a86f2bf95707982dcc4b91734240cb";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1099";NA;NA;NA;NA;"Basic school or unfinished or without basic school";NA;"Employed";"b8eeb7da945ca275189ff44671c4214c";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1100";NA;NA;NA;NA;"University master or higher";NA;"Employed";"b683a9e999ac42346cd048d569d59fe7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1101";NA;NA;NA;NA;"Vocational school or non - maturity high school";NA;"Employed";"f77673b71d855c9a8909c8f9e9fe7882";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
